problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal,correct_pddl_goal
train_79,Craft a arrow.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Arrow)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Arrow))
)",True
train_80,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","['PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 GoldIngot))
)",True
train_81,Craft a bowl.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Bowl)
 ))","['PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Bowl))
)",True
train_82,Craft a iron ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 IronIngot)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))\n\n<END>']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 IronIngot))
)",True
train_83,Craft a bowl.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Bowl)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Bowl))
)",True
train_84,Craft a stick.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Stick)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))\n\n<END>', 'PDDL Goal: \n\n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Stick))
)",True
train_85,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","['PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 BeetrootSoup))
)",True
train_86,Craft a cooked potato.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 CookedPotato)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))\n', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))\n\n<END>']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 CookedPotato))
)",True
train_87,Craft a stick.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Stick)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Stick)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Stick))
)",True
train_88,Craft a sword.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Sword)
 ))","['PDDL Goal:\n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Sword))
)",True
train_89,Craft a iron ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 IronIngot)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))', ';; PDDL Goal: \n\n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 IronIngot)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 IronIngot))
)",True
train_90,Craft a arrow.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Arrow)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))', ';; PDDL Goal:\n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Arrow)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Arrow))
)",True
train_91,Craft a wood plank.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 WoodPlank)
 ))","['PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 WoodPlank))
)",True
train_92,Craft a wood plank.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 WoodPlank)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 WoodPlank)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 WoodPlank))
)",True
train_93,Craft a cooked potato.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 CookedPotato)
 ))","['PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 CookedPotato))
)",True
train_94,Craft a bowl.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Bowl)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))\n', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Bowl)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Bowl))
)",True
train_95,Craft a cooked potato.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 CookedPotato)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 CookedPotato)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 CookedPotato))
)",True
train_96,Craft a beetroot soup.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 BeetrootSoup)
 ))","['PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 BeetrootSoup)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 BeetrootSoup))
)",True
train_97,Craft a sword.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Sword)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', 'PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Sword))
)",True
train_98,Craft a sword.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 Sword)
 ))","['PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 Sword)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 Sword))
)",True
train_99,Craft a gold ingot.,"(:goal (and
   (inventory-holding i3 o24)
   (object-of-type o24 GoldIngot)
 ))","[';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))', ';; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o24)\n   (object-of-type o24 GoldIngot)\n ))']","(:goal
	(and 
		(inventory-holding i3 o24)
		(object-of-type o24 GoldIngot))
)",True
