operator_name,gt_operator,codex_raw_operator,codex_preprocessed_operator,
smelt-iron-ingot,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as parameters to the operator.
(:action smelt-iron-ingot
  :parameters (?ingredientinv - inventory ?ingredient - object ?target - object ?station - object ?t - tile)
  :precondition (and 
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv ?ingredient)
    (object-of-type ?ingredient IronOre)
    (inventory-empty ?target)
    (object-of-type ?target Hypothetical)
  )
  :effect (and 
    (not (inventory-empty ?target))
    (inventory-holding ?ingredientinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target IronIngot)
    (not (inventory-holding ?ingredientinv ?ingredient))
    (inventory-empty ?ingredientinv)
    (not (object-of-type ?ingredient IronOre))
    (object-of-type ?ingredient Hypothetical)
  )
 )

<END>","(:action smelt-iron-ingot_1
        :parameters (?t - tile ?station - object ?ingredientinv - inventory ?ingredient - object ?target - inventory)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station Furnace)
		(inventory-holding ?ingredientinv ?ingredient)
		(object-of-type ?ingredient IronOre)
		(inventory-empty ?target)
		)
        :effect (and 
		(not (inventory-empty ?target))
		(not (inventory-holding ?ingredientinv ?ingredient))
		(inventory-empty ?ingredientinv)
		(not (object-of-type ?ingredient IronOre))
		(object-of-type ?ingredient Hypothetical)
		)
)",
smelt-iron-ingot,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-iron-ingot
  :parameters (?ingredientinv1 - inventory ?ingredient - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (inventory-holding ?ingredientinv1 ?ingredient)
    (object-of-type ?ingredient IronOre)
    (not (object-of-type ?ingredient Hypothetical))
    (object-at ?target ?t)
    (object-of-type ?target Furnace)
  )
  :effect (and
    (inventory-empty ?ingredientinv1)
    (not (inventory-holding ?ingredientinv1 ?ingredient))
    (not (object-of-type ?ingredient IronOre))
    (object-of-type ?ingredient Hypothetical)
    (object-of-type ?target IronIngot)
  )
 )

<END>","(:action smelt-iron-ingot_2
        :parameters (?t - tile ?ingredientinv1 - inventory ?ingredient - object ?target - object)

        :precondition (and 
		(agent-at ?t)
		(inventory-holding ?ingredientinv1 ?ingredient)
		(object-of-type ?ingredient IronOre)
		(not (object-of-type ?ingredient Hypothetical))
		(object-at ?target ?t)
		(object-of-type ?target Furnace)
		)
        :effect (and 
		(inventory-empty ?ingredientinv1)
		(not (inventory-holding ?ingredientinv1 ?ingredient))
		(not (object-of-type ?ingredient IronOre))
		(object-of-type ?ingredient Hypothetical)
		(object-of-type ?target IronIngot)
		)
)",
smelt-iron,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-iron
  :parameters (?ingredientinv1 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 IronOre)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target IronIngot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 IronOre))
    (object-of-type ?ingredient1 Hypothetical)
  )
 )

<END>","(:action smelt-iron_0
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?ingredient1 - object ?targetinv - inventory ?target - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station Furnace)
		(inventory-holding ?ingredientinv1 ?ingredient1)
		(object-of-type ?ingredient1 IronOre)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target IronIngot)
		(not (inventory-holding ?ingredientinv1 ?ingredient1))
		(inventory-empty ?ingredientinv1)
		(not (object-of-type ?ingredient1 IronOre))
		(object-of-type ?ingredient1 Hypothetical)
		)
)",
smelt-iron,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-iron
  :parameters (?ingredientinv1 - inventory ?ingredientinv2 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?ingredient2 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 IronOre)
    (inventory-empty ?ingredientinv2)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 IronOre))
    (object-of-type ?ingredient1 Hypothetical)
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target IronIngot)
  )
 )

<END>","(:action smelt-iron_1
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?ingredient1 - object ?ingredientinv2 - inventory ?targetinv - inventory ?target - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station Furnace)
		(inventory-holding ?ingredientinv1 ?ingredient1)
		(object-of-type ?ingredient1 IronOre)
		(inventory-empty ?ingredientinv2)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-holding ?ingredientinv1 ?ingredient1))
		(inventory-empty ?ingredientinv1)
		(not (object-of-type ?ingredient1 IronOre))
		(object-of-type ?ingredient1 Hypothetical)
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target IronIngot)
		)
)",
smelt-iron,,,FAILED,
smelt-gold-ore,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-gold-ore
  :parameters (?ingredientinv1 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 GoldOre)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target GoldIngot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 GoldOre))
    (object-of-type ?ingredient1 Hypothetical)
  )
 )

<END>","(:action smelt-gold-ore_0
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?ingredient1 - object ?targetinv - inventory ?target - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station Furnace)
		(inventory-holding ?ingredientinv1 ?ingredient1)
		(object-of-type ?ingredient1 GoldOre)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target GoldIngot)
		(not (inventory-holding ?ingredientinv1 ?ingredient1))
		(inventory-empty ?ingredientinv1)
		(not (object-of-type ?ingredient1 GoldOre))
		(object-of-type ?ingredient1 Hypothetical)
		)
)",
smelt-gold-ore,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-gold-ore
  :parameters (?ingredientinv1 - inventory ?sourceinv - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?source - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 GoldOre)
    (inventory-holding ?sourceinv ?source)
    (object-of-type ?source Coal)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target GoldIngot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 GoldOre))
    (object-of-type ?ingredient1 Hypothetical)
    (not (inventory-holding ?sourceinv ?source))
    (inventory-empty ?sourceinv)
    (not (object-of-type ?source Coal))
    (object-of-type ?source Hypothetical)
  )
 )

<END>","(:action smelt-gold-ore_1
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?ingredient1 - object ?sourceinv - inventory ?source - object ?targetinv - inventory ?target - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station Furnace)
		(inventory-holding ?ingredientinv1 ?ingredient1)
		(object-of-type ?ingredient1 GoldOre)
		(inventory-holding ?sourceinv ?source)
		(object-of-type ?source Coal)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target GoldIngot)
		(not (inventory-holding ?ingredientinv1 ?ingredient1))
		(inventory-empty ?ingredientinv1)
		(not (object-of-type ?ingredient1 GoldOre))
		(object-of-type ?ingredient1 Hypothetical)
		(not (inventory-holding ?sourceinv ?source))
		(inventory-empty ?sourceinv)
		(not (object-of-type ?source Coal))
		(object-of-type ?source Hypothetical)
		)
)",
smelt-gold-ore,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-gold-ore
  :parameters (?ingredientinv - inventory ?oreinv - inventory ?resultinv - inventory ?station - object ?ingredient - object ?ore - object ?result - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv ?ingredient)
    (object-of-type ?ingredient GoldIngot)
    (inventory-holding ?oreinv ?ore)
    (object-of-type ?ore GoldOre)
    (inventory-empty ?resultinv)
    (object-of-type ?result Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?resultinv))
    (inventory-holding ?resultinv ?result)
    (not (object-of-type ?result Hypothetical))
    (object-of-type ?result GoldIngot)
    (not (inventory-holding ?ingredientinv ?ingredient))
    (inventory-empty ?ingredientinv)
    (not (object-of-type ?ingredient GoldIngot))
    (object-of-type ?ingredient Hypothetical)
    (not (inventory-holding ?oreinv ?ore))
    (inventory-empty ?oreinv)
    (not (object-of-type ?ore GoldOre))
    (object-of-type ?ore Hypothetical)
  )
 )

<END>","(:action smelt-gold-ore_2
        :parameters (?t - tile ?station - object ?ingredientinv - inventory ?ingredient - object ?oreinv - inventory ?ore - object ?resultinv - inventory ?result - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station Furnace)
		(inventory-holding ?ingredientinv ?ingredient)
		(object-of-type ?ingredient GoldIngot)
		(inventory-holding ?oreinv ?ore)
		(object-of-type ?ore GoldOre)
		(inventory-empty ?resultinv)
		(object-of-type ?result Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?resultinv))
		(inventory-holding ?resultinv ?result)
		(not (object-of-type ?result Hypothetical))
		(object-of-type ?result GoldIngot)
		(not (inventory-holding ?ingredientinv ?ingredient))
		(inventory-empty ?ingredientinv)
		(not (object-of-type ?ingredient GoldIngot))
		(object-of-type ?ingredient Hypothetical)
		(not (inventory-holding ?oreinv ?ore))
		(inventory-empty ?oreinv)
		(not (object-of-type ?ore GoldOre))
		(object-of-type ?ore Hypothetical)
		)
)",
split-beetroot,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action split-beetroot
  :parameters (?ingredientinv1 - inventory ?ingredientinv2 - inventory ?targetinv1 - inventory ?targetinv2 - inventory ?targetinv3 - inventory ?station - object ?ingredient1 - object ?ingredient2 - object ?target1 - object ?target2 - object ?target3 - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station FoodStation)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 Beetroot)
    (inventory-holding ?ingredientinv2 ?ingredient2)
    (object-of-type ?ingredient2 Beetroot)
    (inventory-empty ?targetinv1)
    (inventory-empty ?targetinv2)
    (inventory-empty ?targetinv3)
    (object-of-type ?target1 Hypothetical)
    (object-of-type ?target2 Hypothetical)
    (object-of-type ?target3 Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv1))
    (inventory-holding ?targetinv1 ?target1)
    (not (object-of-type ?target1 Hypothetical))
    (object-of-type ?target1 BeetrootCrop)
    (not (inventory-empty ?targetinv2))
    (inventory-holding ?targetinv2 ?target2)
    (not (object-of-type ?target2 Hypothetical))
    (object-of-type ?target2 Beetroot)
    (not (inventory-empty ?targetinv3))
    (inventory-holding ?targetinv3 ?target3)
    (not (object-of-type ?target3 Hypothetical))
    (object-of-type ?target3 Beetroot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (inventory-holding ?ingredientinv2 ?ingredient2))
    (inventory-empty ?ingredientinv2)
  )
 )

<END>",FAILED,
split-beetroot,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action split-beetroot
  :parameters (?ingredientinv1 - inventory ?ingredientinv2 - inventory ?targetinv1 - inventory ?targetinv2 - inventory ?station - object ?ingredient1 - object ?ingredient2 - object ?target1 - object ?target2 - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station FoodStation)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 Beetroot)
    (inventory-holding ?ingredientinv2 ?ingredient2)
    (object-of-type ?ingredient2 Hypothetical)
    (inventory-empty ?targetinv1)
    (object-of-type ?target1 Hypothetical)
    (inventory-empty ?targetinv2)
    (object-of-type ?target2 Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv1))
    (inventory-holding ?targetinv1 ?target1)
    (not (object-of-type ?target1 Hypothetical))
    (object-of-type ?target1 Beetroot)
    (not (inventory-empty ?targetinv2))
    (inventory-holding ?targetinv2 ?target2)
    (not (object-of-type ?target2 Hypothetical))
    (object-of-type ?target2 Beetroot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 Beetroot))
    (object-of-type ?ingredient1 Hypothetical)
    (not (inventory-holding ?ingredientinv2 ?ingredient2))
    (inventory-empty ?ingredientinv2)
    (not (object-of-type ?ingredient2 Hypothetical))
    (object-of-type ?ingredient2 Beetroot)
  )
 )

<END>",FAILED,
split-beetroot,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action split-beetroot
  :parameters (?ingredientinv1 - inventory ?ingredientinv2 - inventory ?targetinv1 - inventory ?targetinv2 - inventory ?targetinv3 - inventory ?station - object ?ingredient1 - object ?ingredient2 - object ?target1 - object ?target2 - object ?target3 - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station FoodStation)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 Beetroot)
    (inventory-holding ?ingredientinv2 ?ingredient2)
    (object-of-type ?ingredient2 Beetroot)
    (inventory-empty ?targetinv1)
    (inventory-empty ?targetinv2)
    (inventory-empty ?targetinv3)
    (object-of-type ?target1 Hypothetical)
    (object-of-type ?target2 Hypothetical)
    (object-of-type ?target3 Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv1))
    (not (inventory-empty ?targetinv2))
    (not (inventory-empty ?targetinv3))
    (inventory-holding ?targetinv1 ?target1)
    (object-of-type ?target1 BeetrootCrop)
    (inventory-holding ?targetinv2 ?target2)
    (object-of-type ?target2 BeetrootCrop)
    (inventory-holding ?targetinv3 ?target3)
    (object-of-type ?target3 BeetrootCrop)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (not (inventory-holding ?ingredientinv2 ?ingredient2))
    (inventory-empty ?ingredientinv1)
    (inventory-empty ?ingredientinv2)
    (not (object-of-type ?ingredient1 Beetroot))
    (not (object-of-type ?ingredient2 Beetroot))
    (object-of-type ?ingredient1 Hypothetical)
    (object-of-type ?ingredient2 Hypothetical)
  )
 )

<END>",FAILED,
smelt-gold,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-gold
  :parameters (?ingredientinv1 - inventory ?ingredientinv2 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?ingredient2 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 GoldOre)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target GoldIngot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 GoldOre))
    (object-of-type ?ingredient1 Hypothetical)
  )
 )

<END>","(:action smelt-gold_0
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?ingredient1 - object ?targetinv - inventory ?target - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station Furnace)
		(inventory-holding ?ingredientinv1 ?ingredient1)
		(object-of-type ?ingredient1 GoldOre)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target GoldIngot)
		(not (inventory-holding ?ingredientinv1 ?ingredient1))
		(inventory-empty ?ingredientinv1)
		(not (object-of-type ?ingredient1 GoldOre))
		(object-of-type ?ingredient1 Hypothetical)
		)
)",
smelt-gold,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-gold
  :parameters (?ingredientinv1 - inventory ?ingredientinv2 - inventory ?ingredientinv3 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?ingredient2 - object ?ingredient3 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 GoldOre)
    (inventory-holding ?ingredientinv2 ?ingredient2)
    (object-of-type ?ingredient2 Coal)
    (inventory-empty ?ingredientinv3)
    (object-of-type ?ingredient3 Hypothetical)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target GoldIngot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 GoldOre))
    (object-of-type ?ingredient1 Hypothetical)
    (not (inventory-holding ?ingredientinv2 ?ingredient2))
    (inventory-empty ?ingredientinv2)
    (not (object-of-type ?ingredient2 Coal))
    (object-of-type ?ingredient2 Hypothetical)
    (inventory-holding ?ingredientinv3 ?ingredient3)
    (object-of-type ?ingredient3 Hypothetical)
  )
 )

<END>",FAILED,
smelt-gold,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action smelt-gold
  :parameters (?ingredientinv1 - inventory ?ingredientinv2 - inventory ?fuelinv - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?ingredient2 - object ?fuel - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station Furnace)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 GoldOre)
    (inventory-holding ?ingredientinv2 ?ingredient2)
    (object-of-type ?ingredient2 Coal)
    (inventory-holding ?fuelinv ?fuel)
    (object-of-type ?fuel Coal)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target GoldIngot)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 GoldOre))
    (object-of-type ?ingredient1 Hypothetical)
    (not (inventory-holding ?ingredientinv2 ?ingredient2))
    (inventory-empty ?ingredientinv2)
    (not (object-of-type ?ingredient2 Coal))
    (object-of-type ?ingredient2 Hypothetical)
    (not (inventory-holding ?fuelinv ?fuel))
    (inventory-empty ?fuelinv)
    (not (object-of-type ?fuel Coal))
    (object-of-type ?fuel Hypothetical)
  )
 )

<END>",FAILED,
craft-bowl,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action craft-bowl
  :parameters (?ingredientinv1 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station WorkStation)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 Wood)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Bowl)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 Wood))
    (object-of-type ?ingredient1 Hypothetical)
  )
 )

<END>","(:action craft-bowl_0
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?ingredient1 - object ?targetinv - inventory ?target - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station WorkStation)
		(inventory-holding ?ingredientinv1 ?ingredient1)
		(object-of-type ?ingredient1 Wood)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target Bowl)
		(not (inventory-holding ?ingredientinv1 ?ingredient1))
		(inventory-empty ?ingredientinv1)
		(not (object-of-type ?ingredient1 Wood))
		(object-of-type ?ingredient1 Hypothetical)
		)
)",
craft-bowl,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as parameters to the operator.
(:action craft-bowl
  :parameters (?ingredientinv1 - inventory ?targetinv - inventory ?station - object ?ingredient1 - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station WorkStation)
    (inventory-holding ?ingredientinv1 ?ingredient1)
    (object-of-type ?ingredient1 Wood)
    (inventory-empty ?targetinv)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Bowl)
    (not (inventory-holding ?ingredientinv1 ?ingredient1))
    (inventory-empty ?ingredientinv1)
    (not (object-of-type ?ingredient1 Wood))
    (object-of-type ?ingredient1 Hypothetical)
  )
 )

<END>","(:action craft-bowl_1
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?ingredient1 - object ?targetinv - inventory ?target - object)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station WorkStation)
		(inventory-holding ?ingredientinv1 ?ingredient1)
		(object-of-type ?ingredient1 Wood)
		(inventory-empty ?targetinv)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target Bowl)
		(not (inventory-holding ?ingredientinv1 ?ingredient1))
		(inventory-empty ?ingredientinv1)
		(not (object-of-type ?ingredient1 Wood))
		(object-of-type ?ingredient1 Hypothetical)
		)
)",
craft-bowl,,";; Parameter Reasoning: We must have ALL objects, receptacles, and tools that would be used to execute the operator as paramaters to the operator.
(:action craft-bowl
  :parameters (?ingredientinv1 - inventory ?targetinv - inventory ?station - object ?target - object ?t - tile)
  :precondition (and
    (agent-at ?t)
    (object-at ?station ?t)
    (object-of-type ?station WorkStation)
    (inventory-holding ?ingredientinv1 ?target)
    (object-of-type ?target Hypothetical)
  )
  :effect (and
    (not (inventory-empty ?targetinv))
    (inventory-holding ?targetinv ?target)
    (not (object-of-type ?target Hypothetical))
    (object-of-type ?target Bowl)
    (not (inventory-holding ?ingredientinv1 ?target))
    (inventory-empty ?ingredientinv1)
  )
 )

<END>","(:action craft-bowl_2
        :parameters (?t - tile ?station - object ?ingredientinv1 - inventory ?target - object ?targetinv - inventory)

        :precondition (and 
		(agent-at ?t)
		(object-at ?station ?t)
		(object-of-type ?station WorkStation)
		(inventory-holding ?ingredientinv1 ?target)
		(object-of-type ?target Hypothetical)
		)
        :effect (and 
		(not (inventory-empty ?targetinv))
		(inventory-holding ?targetinv ?target)
		(not (object-of-type ?target Hypothetical))
		(object-of-type ?target Bowl)
		(not (inventory-holding ?ingredientinv1 ?target))
		(inventory-empty ?ingredientinv1)
		)
)",
