problem_id,attempt_id,sample_percent,goal,success,plan,sampled_operators
train_90,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)",True,"(move-to t1 t11)
(pick-up i1 o11 t11)
(move-to t11 t7)
(mine-iron-ore i1 i3 o1 o11 o17 t7)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_91,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)",True,"(move-to t1 t14)
(pick-up i1 o14 t14)
(move-to t14 t9)
(mine-feather t9 o5 i1 o14 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_92,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17))
)",True,"(move-to t1 t8)
(pick-up i1 o14 t8)
(mine-feather t8 o5 i1 o14 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_93,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17))
)",True,"(pick-up i1 o9 t1)
(move-to t1 t14)
(mine-potatoes t14 o7 i1 o9 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_94,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)",True,"(pick-up i1 o9 t1)
(move-to t1 t2)
(mine-potatoes t2 o7 i1 o9 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_95,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 GoldOre))
)",True,"(move-to t1 t10)
(pick-up i1 o11 t10)
(move-to t10 t5)
(mine-gold-ore t5 o9 i1 o11 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_96,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 SugarCane))
)",True,"(move-to t1 t5)
(pick-up i1 o14 t5)
(move-to t5 t6)
(harvest-sugar-cane t6 t6 o10 i1 o14 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_97,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o16)
		(object-of-type o16 Wood))
)",False,,"['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_98,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)",True,"(pick-up i1 o1 t1)
(move-to t1 t5)
(mine-potatoes t5 o7 i1 o1 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
train_99,0,1.0,"(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)",True,"(move-to t1 t10)
(pick-up i1 o14 t10)
(move-to t10 t15)
(mine-feather t15 o5 i1 o14 i3 o17)","['mine-potatoes', 'mine-potato1', 'mine-cobblestone', 'mine-gold-ore', 'mine-sugar1', 'mine-iron', 'crave-wood', 'up', 'drive', 'mine-gold', 'mine-iron-ore2', 'drop-off', 'mine-wool1', 'harvest-sugar-cane', 'mine-sugar-cane', 'mine-feather', 'down', 'mine-beetroot', 'leave', 'mine-feather1', 'place-entity', 'mine-wool', 'mine-potato', 'harvest-beetroot', 'mine-cane']"
