problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_cool_then_place_in_recep-Pot-None-Cabinet-1/trial_T20190908_184157_888194,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_5_bar__minus_7_bar_2_bar_45 pot__minus_4_dot_876_comma__minus_4_dot_876_comma__minus_9_dot_424_comma__minus_9_dot_424_comma_3_dot_6_comma_3_dot_6)\n(CoolObject_0 agent1 loc_bar__minus_5_bar__minus_7_bar_2_bar_45 pot__minus_4_dot_876_comma__minus_4_dot_876_comma__minus_9_dot_424_comma__minus_9_dot_424_comma_3_dot_6_comma_3_dot_6 pot__minus_4_dot_876_comma__minus_4_dot_876_comma__minus_9_dot_424_comma__minus_9_dot_424_comma_3_dot_6_comma_3_dot_6)\n(PlaceObject_0 agent1 loc_bar_0_bar__minus_5_bar_2_bar_45 cabinet_2_dot_72_comma_2_dot_72_comma__minus_8_dot_8_comma__minus_8_dot_8_comma_1_dot_9799999_comma_1_dot_9799999 pot__minus_4_dot_876_comma__minus_4_dot_876_comma__minus_9_dot_424_comma__minus_9_dot_424_comma_3_dot_6_comma_3_dot_6)')",False,"TakeObject_0, CoolObject_0, PlaceObject_0",TakeObject_0
train/pick_and_place_simple-AppleSliced-None-Fridge-30/trial_T20190907_105723_672392,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar_0_bar_2_bar_1_bar_60 knife_2_dot_1344_comma_2_dot_1344_comma_2_dot_1080524_comma_2_dot_1080524_comma_3_dot_7463136_comma_3_dot_7463136)\n(TakeObject_0 agent1 loc_bar__minus_1_bar_5_bar_3_bar_30 apple__minus_4_dot_20862772_comma__minus_4_dot_20862772_comma_5_dot_24733972_comma_5_dot_24733972_comma_4_dot_28595684_comma_4_dot_28595684)\n(CutObject_0 knife_2_dot_1344_comma_2_dot_1344_comma_2_dot_1080524_comma_2_dot_1080524_comma_3_dot_7463136_comma_3_dot_7463136 agent1 loc_bar__minus_1_bar_5_bar_3_bar_30 apple__minus_4_dot_20862772_comma__minus_4_dot_20862772_comma_5_dot_24733972_comma_5_dot_24733972_comma_4_dot_28595684_comma_4_dot_28595684)\n(PlaceObject_0 agent1 loc_bar_4_bar__minus_3_bar_2_bar_60 fridge_4_dot_032_comma_4_dot_032_comma__minus_5_dot_8716_comma__minus_5_dot_8716_comma_0_dot_1178706288_comma_0_dot_1178706288 apple__minus_4_dot_20862772_comma__minus_4_dot_20862772_comma_5_dot_24733972_comma_5_dot_24733972_comma_4_dot_28595684_comma_4_dot_28595684)')",False,"TakeObject_0, TakeObject_0, CutObject_0, PlaceObject_0",TakeObject_0
train/pick_and_place_simple-AppleSliced-None-Fridge-30/trial_T20190907_105723_672392,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar_0_bar_2_bar_1_bar_60 knife_2_dot_1344_comma_2_dot_1344_comma_2_dot_1080524_comma_2_dot_1080524_comma_3_dot_7463136_comma_3_dot_7463136)\n(TakeObject_0 agent1 loc_bar__minus_1_bar_5_bar_3_bar_30 apple__minus_4_dot_20862772_comma__minus_4_dot_20862772_comma_5_dot_24733972_comma_5_dot_24733972_comma_4_dot_28595684_comma_4_dot_28595684)\n(CutObject_0 knife_2_dot_1344_comma_2_dot_1344_comma_2_dot_1080524_comma_2_dot_1080524_comma_3_dot_7463136_comma_3_dot_7463136 agent1 loc_bar__minus_1_bar_5_bar_3_bar_30 apple__minus_4_dot_20862772_comma__minus_4_dot_20862772_comma_5_dot_24733972_comma_5_dot_24733972_comma_4_dot_28595684_comma_4_dot_28595684)\n(PlaceObject_0 agent1 loc_bar_4_bar__minus_3_bar_2_bar_60 fridge_4_dot_032_comma_4_dot_032_comma__minus_5_dot_8716_comma__minus_5_dot_8716_comma_0_dot_1178706288_comma_0_dot_1178706288 apple__minus_4_dot_20862772_comma__minus_4_dot_20862772_comma_5_dot_24733972_comma_5_dot_24733972_comma_4_dot_28595684_comma_4_dot_28595684)')",False,"TakeObject_0, TakeObject_0, CutObject_0, PlaceObject_0",TakeObject_0
train/pick_clean_then_place_in_recep-Cloth-None-Drawer-427/trial_T20190909_070336_423393,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ClothType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_11_bar_4_bar_3_bar_60 cloth__minus_14_dot_756876_comma__minus_14_dot_756876_comma_3_dot_861499788_comma_3_dot_861499788_comma_0_dot_1521594524_comma_0_dot_1521594524)\n(PlaceObject_0 agent1 loc_bar__minus_10_bar_2_bar_2_bar_45 drawer__minus_7_dot_57877732_comma__minus_7_dot_57877732_comma__minus_2_dot_483495472_comma__minus_2_dot_483495472_comma_1_dot_085167408_comma_1_dot_085167408 cloth__minus_14_dot_756876_comma__minus_14_dot_756876_comma_3_dot_861499788_comma_3_dot_861499788_comma_0_dot_1521594524_comma_0_dot_1521594524)\n(WashObject_1 sinkbasin__minus_7_dot_6359992_comma__minus_7_dot_6359992_comma_7_dot_92400028_comma_7_dot_92400028_comma_4_dot_044_comma_4_dot_044 agent1 loc_bar__minus_10_bar_7_bar_1_bar_45 cloth__minus_14_dot_756876_comma__minus_14_dot_756876_comma_3_dot_861499788_comma_3_dot_861499788_comma_0_dot_1521594524_comma_0_dot_1521594524)')",False,"TakeObject_0, PlaceObject_0, WashObject_1","TakeObject_0, PlaceObject_0, WashObject_1"
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190907_233151_665009,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_1 agent1 loc_bar_3_bar__minus_4_bar_1_bar_60 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896)\n(TakeObject_1 agent1 loc_bar__minus_7_bar__minus_2_bar_3_bar_45 tomato__minus_9_dot_57335948_comma__minus_9_dot_57335948_comma__minus_2_dot_0310724_comma__minus_2_dot_0310724_comma_4_dot_52616884_comma_4_dot_52616884)\n(CutObject_0 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896 agent1 loc_bar__minus_7_bar__minus_2_bar_3_bar_45 tomato__minus_9_dot_57335948_comma__minus_9_dot_57335948_comma__minus_2_dot_0310724_comma__minus_2_dot_0310724_comma_4_dot_52616884_comma_4_dot_52616884)\n(PlaceObject_0 agent1 loc_bar_2_bar__minus_4_bar_2_bar_45 countertop_1_dot_896_comma_1_dot_896_comma__minus_6_dot_5_comma__minus_6_dot_5_comma_3_dot_7856_comma_3_dot_7856 tomato__minus_9_dot_57335948_comma__minus_9_dot_57335948_comma__minus_2_dot_0310724_comma__minus_2_dot_0310724_comma_4_dot_52616884_comma_4_dot_52616884)')",False,"TakeObject_1, TakeObject_1, CutObject_0, PlaceObject_0",TakeObject_1
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190907_233151_665009,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_1 agent1 loc_bar_3_bar__minus_4_bar_1_bar_60 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896)\n(CutObject_0 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896 agent1 loc_bar__minus_7_bar__minus_2_bar_3_bar_45 tomato__minus_9_dot_57335948_comma__minus_9_dot_57335948_comma__minus_2_dot_0310724_comma__minus_2_dot_0310724_comma_4_dot_52616884_comma_4_dot_52616884)')",False,"TakeObject_1, CutObject_0",TakeObject_1
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190907_233151_665009,"('(:goal\n\t(exists (?ro - receptacle)\n(exists (?r - receptacle)\n(exists (?ot - object)\n(exists (?o - object)\n(and \n\t\t(inReceptacle ?o ?ro)\n\t\t(inReceptacle ?ot ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))))\n)', '(TakeObject_0 agent1 loc_bar_3_bar__minus_4_bar_1_bar_60 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896)\n(CutObject_0 knife_5_dot_13406848_comma_5_dot_13406848_comma__minus_4_dot_6774254_comma__minus_4_dot_6774254_comma_3_dot_77591896_comma_3_dot_77591896 agent1 loc_bar__minus_7_bar__minus_2_bar_3_bar_45 tomato__minus_9_dot_57335948_comma__minus_9_dot_57335948_comma__minus_2_dot_0310724_comma__minus_2_dot_0310724_comma_4_dot_52616884_comma_4_dot_52616884)')",False,"TakeObject_0, CutObject_0",TakeObject_0
train/pick_clean_then_place_in_recep-Bowl-None-DiningTable-21/trial_T20190907_000053_568571,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BowlType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(isReceptacleObject ?o))))\n)', '(TakeObject_0 agent1 loc_bar_1_bar__minus_1_bar_1_bar_15 bowl_3_dot_797578_comma_3_dot_797578_comma__minus_0_dot_584428312_comma__minus_0_dot_584428312_comma_5_dot_84905912_comma_5_dot_84905912)\n(PlaceObject_0 agent1 loc_bar_0_bar_1_bar_0_bar_60 diningtable__minus_2_dot_096_comma__minus_2_dot_096_comma_3_dot_804_comma_3_dot_804_comma_0_dot_024_comma_0_dot_024 bowl_3_dot_797578_comma_3_dot_797578_comma__minus_0_dot_584428312_comma__minus_0_dot_584428312_comma_5_dot_84905912_comma_5_dot_84905912)')",False,"TakeObject_0, PlaceObject_0",
train/pick_clean_then_place_in_recep-DishSponge-None-Shelf-20/trial_T20190907_222429_992578,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o DishSpongeType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r))))\n)', '(TakeObject_0 agent1 loc_bar__minus_2_bar_0_bar_1_bar_60 dishsponge__minus_0_dot_1882647276_comma__minus_0_dot_1882647276_comma_0_dot_30654_comma_0_dot_30654_comma_3_dot_720834972_comma_3_dot_720834972)\n(PlaceObject_0 agent1 loc_bar_6_bar_6_bar_0_bar_45 shelf_6_dot_20640184_comma_6_dot_20640184_comma_9_dot_9316_comma_9_dot_9316_comma_2_dot_1681444_comma_2_dot_1681444 dishsponge__minus_0_dot_1882647276_comma__minus_0_dot_1882647276_comma_0_dot_30654_comma_0_dot_30654_comma_3_dot_720834972_comma_3_dot_720834972)')",False,"TakeObject_0, PlaceObject_0","TakeObject_0, PlaceObject_0"
train/pick_clean_then_place_in_recep-Pot-None-Shelf-1/trial_T20190908_001818_534745,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r))))\n)', '(TakeObject_0 agent1 loc_bar__minus_5_bar__minus_7_bar_3_bar_60 pot__minus_6_dot_82172252_comma__minus_6_dot_82172252_comma__minus_6_dot_96076868_comma__minus_6_dot_96076868_comma_0_dot_562260152_comma_0_dot_562260152)\n(PlaceObject_0 agent1 loc_bar_5_bar__minus_6_bar_2_bar_45 shelf_7_dot_21759892_comma_7_dot_21759892_comma__minus_10_dot_2516_comma__minus_10_dot_2516_comma_2_dot_1681444_comma_2_dot_1681444 pot__minus_6_dot_82172252_comma__minus_6_dot_82172252_comma__minus_6_dot_96076868_comma__minus_6_dot_96076868_comma_0_dot_562260152_comma_0_dot_562260152)')",False,"TakeObject_0, PlaceObject_0",
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PlungerType)\n\t\t(inReceptacle ?o ?r))))\n)', '(TakeObject_0 agent1 loc_bar__minus_10_bar_3_bar_0_bar_60 plunger__minus_12_dot_17401028_comma__minus_12_dot_17401028_comma_6_dot_73406504_comma_6_dot_73406504_comma_0_dot_013557136_comma_0_dot_013557136)\n(PlaceObject_0 agent1 loc_bar__minus_10_bar_1_bar_3_bar_60 sinkbasin__minus_12_dot_0672_comma__minus_12_dot_0672_comma_0_dot_87_comma_0_dot_87_comma_3_dot_4988_comma_3_dot_4988 plunger__minus_12_dot_17401028_comma__minus_12_dot_17401028_comma_6_dot_73406504_comma_6_dot_73406504_comma_0_dot_013557136_comma_0_dot_013557136)')",False,"TakeObject_0, PlaceObject_0","TakeObject_0, PlaceObject_0"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PlungerType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r))))\n)', '(TakeObject_0 agent1 loc_bar__minus_10_bar_3_bar_0_bar_60 plunger__minus_12_dot_17401028_comma__minus_12_dot_17401028_comma_6_dot_73406504_comma_6_dot_73406504_comma_0_dot_013557136_comma_0_dot_013557136)\n(PlaceObject_0 agent1 loc_bar__minus_7_bar_0_bar_3_bar_45 cabinet__minus_11_dot_04684_comma__minus_11_dot_04684_comma_2_dot_399622_comma_2_dot_399622_comma_1_dot_7867198_comma_1_dot_7867198 plunger__minus_12_dot_17401028_comma__minus_12_dot_17401028_comma_6_dot_73406504_comma_6_dot_73406504_comma_0_dot_013557136_comma_0_dot_013557136)')",True,"TakeObject_0, PlaceObject_0","TakeObject_0, PlaceObject_0"
train/pick_cool_then_place_in_recep-TomatoSliced-None-DiningTable-18/trial_T20190909_101216_297477,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(TakeObject_0 agent1 loc_bar_0_bar_22_bar_0_bar_45 knife_0_dot_234653592_comma_0_dot_234653592_comma_25_dot_044792_comma_25_dot_044792_comma_3_dot_159154652_comma_3_dot_159154652)\n(SliceObject_0 knife_0_dot_234653592_comma_0_dot_234653592_comma_25_dot_044792_comma_25_dot_044792_comma_3_dot_159154652_comma_3_dot_159154652 agent1 loc_bar__minus_5_bar_26_bar_1_bar_45 tomato__minus_1_dot_869007824_comma__minus_1_dot_869007824_comma_26_dot_166156_comma_26_dot_166156_comma_3_dot_2382156_comma_3_dot_2382156)')",False,"TakeObject_0, SliceObject_0","TakeObject_0, SliceObject_0"
train/pick_cool_then_place_in_recep-TomatoSliced-None-DiningTable-18/trial_T20190909_101216_297477,"('(:goal\n\t(exists (?r2 - receptacle)\n(exists (?r1 - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r1 FridgeType)\n\t\t(receptacleType ?r2 CounterTopType)\n\t\t(inReceptacle ?o ?r1)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)\n\t\t(inReceptacle ?o ?r2)))))\n)', '(TakeObject_0 agent1 loc_bar_0_bar_22_bar_0_bar_45 knife_0_dot_234653592_comma_0_dot_234653592_comma_25_dot_044792_comma_25_dot_044792_comma_3_dot_159154652_comma_3_dot_159154652)\n(ChillObject_0 agent1 loc_bar_2_bar_4_bar_2_bar_60 tomato_2_dot_17939186_comma_2_dot_17939186_comma_2_dot_6800412_comma_2_dot_6800412_comma_4_dot_16866256_comma_4_dot_16866256)\n(TakeObject_0 agent1 loc_bar_2_bar_4_bar_2_bar_60 tomato_2_dot_17939186_comma_2_dot_17939186_comma_2_dot_6800412_comma_2_dot_6800412_comma_4_dot_16866256_comma_4_dot_16866256)\n(SliceObject_0 knife_0_dot_234653592_comma_0_dot_234653592_comma_25_dot_044792_comma_25_dot_044792_comma_3_dot_159154652_comma_3_dot_159154652 agent1 loc_bar_2_bar_4_bar_2_bar_60 tomato_2_dot_17939186_comma_2_dot_17939186_comma_2_dot_6800412_comma_2_dot_6800412_comma_4_dot_16866256_comma_4_dot_16866256)\n(PlaceObject_0 agent1 loc_bar_4_bar_22_bar_1_bar_30 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0 tomato_2_dot_17939186_comma_2_dot_17939186_comma_2_dot_6800412_comma_2_dot_6800412_comma_4_dot_16866256_comma_4_dot_16866256)')",False,"TakeObject_0, ChillObject_0, TakeObject_0, SliceObject_0, PlaceObject_0",TakeObject_0
train/pick_heat_then_place_in_recep-Cup-None-Fridge-22/trial_T20190908_072702_772430,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o CupType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(TakeObject_0 agent1 loc_bar__minus_6_bar__minus_2_bar_2_bar_45 cup__minus_6_dot_365632_comma__minus_6_dot_365632_comma__minus_4_dot_7788806_comma__minus_4_dot_7788806_comma_3_dot_4016656_comma_3_dot_4016656)\n(WarmObject_0 microwave_1_dot_132_comma_1_dot_132_comma__minus_5_dot_3248_comma__minus_5_dot_3248_comma_3_dot_6003664_comma_3_dot_6003664 agent1 loc_bar_1_bar__minus_2_bar_2_bar_45 cup__minus_6_dot_365632_comma__minus_6_dot_365632_comma__minus_4_dot_7788806_comma__minus_4_dot_7788806_comma_3_dot_4016656_comma_3_dot_4016656)\n(PlaceObject_0 agent1 loc_bar__minus_8_bar_4_bar_3_bar_60 fridge__minus_11_dot_424_comma__minus_11_dot_424_comma_3_dot_408_comma_3_dot_408_comma_0_dot_0_comma_0_dot_0 cup__minus_6_dot_365632_comma__minus_6_dot_365632_comma__minus_4_dot_7788806_comma__minus_4_dot_7788806_comma_3_dot_4016656_comma_3_dot_4016656)')",True,"TakeObject_0, WarmObject_0, PlaceObject_0","TakeObject_0, WarmObject_0, PlaceObject_0"
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000922_271997,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(WashObject_2 agent1 loc_bar__minus_7_bar__minus_6_bar_3_bar_60 tomato__minus_8_dot_3860426_comma__minus_8_dot_3860426_comma__minus_5_dot_69593908_comma__minus_5_dot_69593908_comma_3_dot_9491456_comma_3_dot_9491456)')",False,WashObject_2,
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o LettuceType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(TakeObject_0 agent1 loc_bar_1_bar_1_bar_1_bar_60 lettuce_3_dot_12699938_comma_3_dot_12699938_comma_2_dot_279071808_comma_2_dot_279071808_comma_3_dot_0048232_comma_3_dot_0048232)\n(PlaceObject_0 agent1 loc_bar_0_bar_1_bar_0_bar_60 diningtable__minus_2_dot_096_comma__minus_2_dot_096_comma_3_dot_804_comma_3_dot_804_comma_0_dot_024_comma_0_dot_024 lettuce_3_dot_12699938_comma_3_dot_12699938_comma_2_dot_279071808_comma_2_dot_279071808_comma_3_dot_0048232_comma_3_dot_0048232)\n(WashObject_1 sinkbasin_3_dot_0292_comma_3_dot_0292_comma__minus_2_dot_754_comma__minus_2_dot_754_comma_3_dot_048_comma_3_dot_048 agent1 loc_bar_1_bar__minus_2_bar_1_bar_60 lettuce_3_dot_12699938_comma_3_dot_12699938_comma_2_dot_279071808_comma_2_dot_279071808_comma_3_dot_0048232_comma_3_dot_0048232)')",False,"TakeObject_0, PlaceObject_0, WashObject_1","TakeObject_0, PlaceObject_0, WashObject_1"
train/pick_cool_then_place_in_recep-LettuceSliced-None-SinkBasin-6/trial_T20190907_191715_104381,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o LettuceType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(TakeObject_0 agent1 loc_bar_2_bar_3_bar_3_bar_45 lettuce__minus_1_dot_365187408_comma__minus_1_dot_365187408_comma_2_dot_5892888_comma_2_dot_5892888_comma_3_dot_976215364_comma_3_dot_976215364)\n(ChillObject_1 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 lettuce__minus_1_dot_365187408_comma__minus_1_dot_365187408_comma_2_dot_5892888_comma_2_dot_5892888_comma_3_dot_976215364_comma_3_dot_976215364)')",False,"TakeObject_0, ChillObject_1","TakeObject_0, ChillObject_1"
