problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_heat_then_place_in_recep-Apple-None-SinkBasin-24/trial_T20190909_040401_888395,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar_0_bar_5_bar_3_bar_60 apple__minus_2_dot_0996344_comma__minus_2_dot_0996344_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384)\n(MicrowaveObject_0 microwave__minus_6_dot_116_comma__minus_6_dot_116_comma_15_dot_5288_comma_15_dot_5288_comma_5_dot_00112532_comma_5_dot_00112532 agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 apple__minus_2_dot_0996344_comma__minus_2_dot_0996344_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384)\n(PutObjectInReceptacle agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 appletype apple__minus_2_dot_0996344_comma__minus_2_dot_0996344_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384 microwave__minus_6_dot_116_comma__minus_6_dot_116_comma_15_dot_5288_comma_15_dot_5288_comma_5_dot_00112532_comma_5_dot_00112532)\n(SliceObject_2 agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 apple__minus_2_dot_0996344_comma__minus_2_dot_0996344_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384)')",False,"InspectObject_0, MicrowaveObject_0, PutObjectInReceptacle, SliceObject_2","InspectObject_0, MicrowaveObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Apple-None-SinkBasin-24/trial_T20190909_040401_888395,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(InspectObject_2 agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 diningtable__minus_3_dot_5_comma__minus_3_dot_5_comma_5_dot_296_comma_5_dot_296_comma_0_dot_024_comma_0_dot_024 apple__minus_2_dot_6281168_comma__minus_2_dot_6281168_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 appletype apple__minus_2_dot_6281168_comma__minus_2_dot_6281168_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384 diningtable__minus_3_dot_5_comma__minus_3_dot_5_comma_5_dot_296_comma_5_dot_296_comma_0_dot_024_comma_0_dot_024)\n(CarryObject_0 agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 apple__minus_2_dot_6281168_comma__minus_2_dot_6281168_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384)\n(MicrowaveObject_2 agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 apple__minus_2_dot_6281168_comma__minus_2_dot_6281168_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384)')",False,"InspectObject_2, PutObjectInReceptacle, CarryObject_0, MicrowaveObject_2","InspectObject_2, PutObjectInReceptacle, CarryObject_0"
train/pick_heat_then_place_in_recep-TomatoSliced-None-GarbageCan-24/trial_T20190907_225734_462221,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(InspectObject_0 agent1 loc_bar__minus_3_bar_8_bar_2_bar_60 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)\n(PutObject_0 agent1 loc_bar_2_bar_12_bar_1_bar_60 garbagecan_3_dot_7260784_comma_3_dot_7260784_comma_11_dot_67397116_comma_11_dot_67397116_comma_0_dot_0_comma_0_dot_0 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)\n(InspectObject_2 agent1 loc_bar__minus_4_bar_8_bar_2_bar_60 diningtable__minus_3_dot_5_comma__minus_3_dot_5_comma_5_dot_296_comma_5_dot_296_comma_0_dot_024_comma_0_dot_024 knife__minus_3_dot_6850816_comma__minus_3_dot_6850816_comma_5_dot_398312_comma_5_dot_398312_comma_3_dot_694805384_comma_3_dot_694805384)\n(MicrowaveObject_0 microwave__minus_6_dot_116_comma__minus_6_dot_116_comma_15_dot_5288_comma_15_dot_5288_comma_5_dot_00112532_comma_5_dot_00112532 agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)\n(PutObjectInReceptacle agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 tomatotype tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932 microwave__minus_6_dot_116_comma__minus_6_dot_116_comma_15_dot_5288_comma_15_dot_5288_comma_5_dot_00112532_comma_5_dot_00112532)\n(CutObject_0 knife__minus_3_dot_6850816_comma__minus_3_dot_6850816_comma_5_dot_398312_comma_5_dot_398312_comma_3_dot_694805384_comma_3_dot_694805384 agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 tomato__minus_2_dot_6281164_comma__minus_2_dot_6281164_comma_6_dot_22263716_comma_6_dot_22263716_comma_3_dot_876776932_comma_3_dot_876776932)')",False,"InspectObject_0, PutObject_0, InspectObject_2, MicrowaveObject_0, PutObjectInReceptacle, CutObject_0","InspectObject_0, PutObject_0, InspectObject_2"
train/pick_clean_then_place_in_recep-SoapBar-None-BathtubBasin-411/trial_T20190907_033311_020938,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBarType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(CarryObject_0 agent1 loc_bar_0_bar_11_bar_1_bar_60 soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648)\n(CleanObject_2 agent1 loc_bar_0_bar_11_bar_1_bar_60 soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648)')",False,"CarryObject_0, CleanObject_2",CarryObject_0
train/pick_clean_then_place_in_recep-SoapBar-None-BathtubBasin-411/trial_T20190907_033311_020938,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBarType)\n\t\t(receptacleType ?r BathtubBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(CarryObject_0 agent1 loc_bar_0_bar_11_bar_1_bar_60 soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648)\n(WashObject_1 sinkbasin_2_dot_8836088_comma_2_dot_8836088_comma_7_dot_584396_comma_7_dot_584396_comma_3_dot_2518944_comma_3_dot_2518944 agent1 loc_bar_0_bar_7_bar_1_bar_45 soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648)\n(PutObject_0 agent1 loc_bar__minus_3_bar_5_bar_2_bar_60 bathtubbasin__minus_2_dot_884_comma__minus_2_dot_884_comma_1_dot_92_comma_1_dot_92_comma_0_dot_684_comma_0_dot_684 soapbar_2_dot_582514524_comma_2_dot_582514524_comma_10_dot_91236972_comma_10_dot_91236972_comma_1_dot_9615648_comma_1_dot_9615648)')",True,"CarryObject_0, WashObject_1, PutObject_0","CarryObject_0, WashObject_1, PutObject_0"
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(CarryObject_0 agent1 loc_bar__minus_7_bar_6_bar_3_bar_45 butterknife__minus_10_dot_4870014_comma__minus_10_dot_4870014_comma_6_dot_12309648_comma_6_dot_12309648_comma_3_dot_6437684_comma_3_dot_6437684)\n(CarryObject_0 agent1 loc_bar_4_bar__minus_3_bar_1_bar_60 tomato_5_dot_56146144_comma_5_dot_56146144_comma__minus_2_dot_9508548_comma__minus_2_dot_9508548_comma_3_dot_812916996_comma_3_dot_812916996)\n(PutObject_0 agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0 tomato_5_dot_56146144_comma_5_dot_56146144_comma__minus_2_dot_9508548_comma__minus_2_dot_9508548_comma_3_dot_812916996_comma_3_dot_812916996)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 tomatotype tomato_5_dot_56146144_comma_5_dot_56146144_comma__minus_2_dot_9508548_comma__minus_2_dot_9508548_comma_3_dot_812916996_comma_3_dot_812916996 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0)\n(SliceObject_1 butterknife__minus_10_dot_4870014_comma__minus_10_dot_4870014_comma_6_dot_12309648_comma_6_dot_12309648_comma_3_dot_6437684_comma_3_dot_6437684 agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 tomato_5_dot_56146144_comma_5_dot_56146144_comma__minus_2_dot_9508548_comma__minus_2_dot_9508548_comma_3_dot_812916996_comma_3_dot_812916996)')",False,"CarryObject_0, CarryObject_0, PutObject_0, PutObjectInReceptacle, SliceObject_1",CarryObject_0
train/look_at_obj_in_light-CreditCard-None-FloorLamp-207/trial_T20190907_031931_921823,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?ot FloorLampType)\n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(objectType ?o CreditCardType)\n\t\t(holds ?a ?o))))))\n)', '(CarryObject_0 agent1 loc_bar_5_bar_13_bar_0_bar_0 floorlamp_4_dot_916_comma_4_dot_916_comma_15_dot_192_comma_15_dot_192_comma_0_dot_0_comma_0_dot_0)\n(InspectObject_2 agent1 loc_bar__minus_5_bar__minus_5_bar_0_bar_45 sofa__minus_5_dot_78_comma__minus_5_dot_78_comma_1_dot_68_comma_1_dot_68_comma__minus_0_dot_112_comma__minus_0_dot_112 creditcard__minus_5_dot_39820336_comma__minus_5_dot_39820336_comma_1_dot_760000588_comma_1_dot_760000588_comma_1_dot_308100224_comma_1_dot_308100224)\n(TurnOnLight_0 floorlamp_4_dot_916_comma_4_dot_916_comma_15_dot_192_comma_15_dot_192_comma_0_dot_0_comma_0_dot_0 floorlamp_4_dot_916_comma_4_dot_916_comma_15_dot_192_comma_15_dot_192_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_5_bar_13_bar_0_bar_0)')",False,"CarryObject_0, InspectObject_2, TurnOnLight_0",
train/pick_and_place_simple-TomatoSliced-None-SinkBasin-5/trial_T20190907_233342_973242,"('(:goal\n\t(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)))\n)', '(TakeObject_0 agent1 loc_bar__minus_2_bar__minus_5_bar_3_bar_45 butterknife__minus_4_dot_63041832_comma__minus_4_dot_63041832_comma__minus_5_dot_87736224_comma__minus_5_dot_87736224_comma_3_dot_645368_comma_3_dot_645368)\n(SliceObject_1 butterknife__minus_4_dot_63041832_comma__minus_4_dot_63041832_comma__minus_5_dot_87736224_comma__minus_5_dot_87736224_comma_3_dot_645368_comma_3_dot_645368 agent1 loc_bar_6_bar_1_bar_1_bar_60 tomato_7_dot_38024424_comma_7_dot_38024424_comma_0_dot_436079324_comma_0_dot_436079324_comma_0_dot_450742484_comma_0_dot_450742484)')",True,"TakeObject_0, SliceObject_1","TakeObject_0, SliceObject_1"
train/look_at_obj_in_light-KeyChain-None-FloorLamp-212/trial_T20190906_185930_256772,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?o KeyChainType)\n\t\t(objectType ?ot FloorLampType)\n\t\t(toggleable ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(holds ?a ?o))))))\n)', '(CarryObject_0 agent1 loc_bar_6_bar_4_bar_0_bar_60 keychain_6_dot_34570312_comma_6_dot_34570312_comma_6_dot_40348484_comma_6_dot_40348484_comma_1_dot_347342968_comma_1_dot_347342968)')",False,CarryObject_0,CarryObject_0
train/look_at_obj_in_light-KeyChain-None-FloorLamp-212/trial_T20190906_185930_256772,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(exists (?l - location)\n(exists (?a - agent)\n(and \n\t\t(objectType ?ot FloorLampType)\n\t\t(toggleable ?ot)\n\t\t(isToggled ?ot)\n\t\t(objectAtLocation ?ot ?l)\n\t\t(atLocation ?a ?l)\n\t\t(objectType ?o KeyChainType))))))\n)', '(InspectObject_0 agent1 loc_bar_14_bar_5_bar_0_bar_0 floorlamp_14_dot_43577672_comma_14_dot_43577672_comma_8_dot_65409376_comma_8_dot_65409376_comma_0_dot_0_comma_0_dot_0)\n(TurnOnLight_0 floorlamp_14_dot_43577672_comma_14_dot_43577672_comma_8_dot_65409376_comma_8_dot_65409376_comma_0_dot_0_comma_0_dot_0 floorlamp_14_dot_43577672_comma_14_dot_43577672_comma_8_dot_65409376_comma_8_dot_65409376_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_14_bar_5_bar_0_bar_0)')",False,"InspectObject_0, TurnOnLight_0",
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171220_804585,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o2 - object)\n(exists (?o1 - object)\n(exists (?a - agent)\n(and \n\t\t(objectType ?o1 AppleType)\n\t\t(objectType ?o2 ButterKnifeType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o1 ?r)\n\t\t(holds ?a ?o2))))))\n)', '(CarryObject_0 agent1 loc_bar_4_bar_1_bar_0_bar_45 butterknife_3_dot_9560028_comma_3_dot_9560028_comma_3_dot_310565472_comma_3_dot_310565472_comma_3_dot_6425684_comma_3_dot_6425684)')",False,CarryObject_0,CarryObject_0
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171220_804585,"('(:goal\n\t(exists (?r2 - receptacle)\n(exists (?r1 - receptacle)\n(exists (?o2 - object)\n(exists (?o1 - object)\n(and \n\t\t(objectType ?o1 AppleType)\n\t\t(objectType ?o2 ButterKnifeType)\n\t\t(receptacleType ?r1 MicrowaveType)\n\t\t(receptacleType ?r2 CounterTopType)\n\t\t(inReceptacle ?o1 ?r1)\n\t\t(inReceptacle ?o2 ?r2)\n\t\t(sliceable ?o1)\n\t\t(isSliced ?o1))))))\n)', '(InspectObject_2 agent1 loc_bar_4_bar_1_bar_0_bar_45 countertop_3_dot_956_comma_3_dot_956_comma_4_dot_068_comma_4_dot_068_comma_3_dot_7844_comma_3_dot_7844 knife_0_dot_880497932_comma_0_dot_880497932_comma_4_dot_01711844_comma_4_dot_01711844_comma_3_dot_7721488_comma_3_dot_7721488)\n(CutObject_0 knife_0_dot_880497932_comma_0_dot_880497932_comma_4_dot_01711844_comma_4_dot_01711844_comma_3_dot_7721488_comma_3_dot_7721488 agent1 loc_bar_4_bar__minus_3_bar_1_bar_30 apple_7_dot_34344436_comma_7_dot_34344436_comma__minus_3_dot_55239582_comma__minus_3_dot_55239582_comma_4_dot_291039_comma_4_dot_291039)')",False,"InspectObject_2, CutObject_0","InspectObject_2, CutObject_0"
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154222_896076,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BookType)\n\t\t(receptacleType ?r DeskType)\n\t\t(inReceptacle ?o ?r))))\n)', '(InspectObject_2 agent1 loc_bar__minus_2_bar_1_bar_1_bar_45 bed_4_dot_708_comma_4_dot_708_comma_0_dot_956_comma_0_dot_956_comma_0_dot_0_comma_0_dot_0 book_5_dot_74738884_comma_5_dot_74738884_comma__minus_0_dot_48124814_comma__minus_0_dot_48124814_comma_2_dot_5867148_comma_2_dot_5867148)\n(PutObject_0 agent1 loc_bar_2_bar__minus_8_bar_3_bar_45 desk__minus_3_dot_849575044_comma__minus_3_dot_849575044_comma__minus_8_dot_224_comma__minus_8_dot_224_comma__minus_0_dot_008_comma__minus_0_dot_008 book_5_dot_74738884_comma_5_dot_74738884_comma__minus_0_dot_48124814_comma__minus_0_dot_48124814_comma_2_dot_5867148_comma_2_dot_5867148)')",False,"InspectObject_2, PutObject_0","InspectObject_2, PutObject_0"
train/pick_and_place_simple-Book-None-Cabinet-310/trial_T20190908_154222_896076,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BookType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r))))\n)', '(InspectObject_2 agent1 loc_bar__minus_2_bar_1_bar_1_bar_45 bed_4_dot_708_comma_4_dot_708_comma_0_dot_956_comma_0_dot_956_comma_0_dot_0_comma_0_dot_0 book_5_dot_74738884_comma_5_dot_74738884_comma__minus_0_dot_48124814_comma__minus_0_dot_48124814_comma_2_dot_5867148_comma_2_dot_5867148)\n(PutObject_0 agent1 loc_bar_4_bar__minus_8_bar_0_bar_60 drawer_6_dot_412_comma_6_dot_412_comma__minus_3_dot_952_comma__minus_3_dot_952_comma_0_dot_6852_comma_0_dot_6852 book_5_dot_74738884_comma_5_dot_74738884_comma__minus_0_dot_48124814_comma__minus_0_dot_48124814_comma_2_dot_5867148_comma_2_dot_5867148)')",False,"InspectObject_2, PutObject_0",InspectObject_2
train/pick_cool_then_place_in_recep-Plate-None-Shelf-20/trial_T20190907_034611_178336,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PlateType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(InspectObject_2 agent1 loc_bar__minus_4_bar_3_bar_1_bar_45 diningtable_1_dot_66_comma_1_dot_66_comma_2_dot_712_comma_2_dot_712_comma_0_dot_052_comma_0_dot_052 plate_1_dot_633776664_comma_1_dot_633776664_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_7213756_comma_3_dot_7213756)\n(ChillObject_0 agent1 loc_bar__minus_4_bar_3_bar_1_bar_45 diningtable_1_dot_66_comma_1_dot_66_comma_2_dot_712_comma_2_dot_712_comma_0_dot_052_comma_0_dot_052 plate_1_dot_633776664_comma_1_dot_633776664_comma_3_dot_0509496_comma_3_dot_0509496_comma_3_dot_7213756_comma_3_dot_7213756)')",False,"InspectObject_2, ChillObject_0",InspectObject_2
train/pick_cool_then_place_in_recep-Plate-None-Shelf-20/trial_T20190907_034611_178336,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PlateType)\n\t\t(receptacleType ?r ShelfType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(CarryObject_0 agent1 loc_bar_4_bar__minus_5_bar_1_bar_60 plate_6_dot_22944068_comma_6_dot_22944068_comma__minus_4_dot_85029556_comma__minus_4_dot_85029556_comma_3_dot_667645456_comma_3_dot_667645456)\n(ChillObject_1 agent1 loc_bar_4_bar__minus_5_bar_1_bar_60 plate_6_dot_22944068_comma_6_dot_22944068_comma__minus_4_dot_85029556_comma__minus_4_dot_85029556_comma_3_dot_667645456_comma_3_dot_667645456 plate_6_dot_22944068_comma_6_dot_22944068_comma__minus_4_dot_85029556_comma__minus_4_dot_85029556_comma_3_dot_667645456_comma_3_dot_667645456)\n(PutObject_0 agent1 loc_bar_6_bar_6_bar_0_bar_45 shelf_6_dot_20640184_comma_6_dot_20640184_comma_9_dot_9316_comma_9_dot_9316_comma_2_dot_1681444_comma_2_dot_1681444 plate_6_dot_22944068_comma_6_dot_22944068_comma__minus_4_dot_85029556_comma__minus_4_dot_85029556_comma_3_dot_667645456_comma_3_dot_667645456)')",False,"CarryObject_0, ChillObject_1, PutObject_0",CarryObject_0
train/pick_heat_then_place_in_recep-TomatoSliced-None-GarbageCan-16/trial_T20190918_204451_599244,"('(:goal\n\t(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)\n\t\t(heatable ?o)\n\t\t(isHot ?o)))\n)', '(CutObject_2 agent1 loc_bar_11_bar_12_bar_0_bar_30 tomato_10_dot_84300136_comma_10_dot_84300136_comma_16_dot_91900252_comma_16_dot_91900252_comma_3_dot_2726488_comma_3_dot_2726488)\n(HeatObject_2 agent1 loc_bar_11_bar_12_bar_0_bar_30 tomato_10_dot_84300136_comma_10_dot_84300136_comma_16_dot_91900252_comma_16_dot_91900252_comma_3_dot_2726488_comma_3_dot_2726488)')",False,"CutObject_2, HeatObject_2",
train/pick_heat_then_place_in_recep-TomatoSliced-None-GarbageCan-16/trial_T20190918_204451_599244,"('(:goal\n\t(exists (?ot - object)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o)\n\t\t(heatable ?ot)\n\t\t(isHot ?ot)\n\t\t(objectType ?ot TomatoType))))\n)', '(CarryObject_0 agent1 loc_bar_11_bar_12_bar_0_bar_30 knife_11_dot_99226856_comma_11_dot_99226856_comma_16_dot_808736_comma_16_dot_808736_comma_3_dot_159279824_comma_3_dot_159279824)\n(CarryObject_0 agent1 loc_bar_11_bar_12_bar_0_bar_30 tomato_10_dot_84300136_comma_10_dot_84300136_comma_16_dot_91900252_comma_16_dot_91900252_comma_3_dot_2726488_comma_3_dot_2726488)\n(SliceObject_0 knife_11_dot_99226856_comma_11_dot_99226856_comma_16_dot_808736_comma_16_dot_808736_comma_3_dot_159279824_comma_3_dot_159279824 agent1 loc_bar_11_bar_12_bar_0_bar_30 tomato_10_dot_84300136_comma_10_dot_84300136_comma_16_dot_91900252_comma_16_dot_91900252_comma_3_dot_2726488_comma_3_dot_2726488)\n(MicrowaveObject_0 microwave_7_dot_758_comma_7_dot_758_comma__minus_7_dot_3052_comma__minus_7_dot_3052_comma_6_dot_982419_comma_6_dot_982419 agent1 loc_bar_8_bar__minus_4_bar_2_bar_0 tomato_10_dot_84300136_comma_10_dot_84300136_comma_16_dot_91900252_comma_16_dot_91900252_comma_3_dot_2726488_comma_3_dot_2726488)')",False,"CarryObject_0, CarryObject_0, SliceObject_0, MicrowaveObject_0",CarryObject_0
train/pick_heat_then_place_in_recep-TomatoSliced-None-GarbageCan-16/trial_T20190918_204451_599244,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(CarryObject_0 agent1 loc_bar_11_bar_12_bar_0_bar_30 knife_11_dot_99226856_comma_11_dot_99226856_comma_16_dot_808736_comma_16_dot_808736_comma_3_dot_159279824_comma_3_dot_159279824)\n(CutObject_0 knife_11_dot_99226856_comma_11_dot_99226856_comma_16_dot_808736_comma_16_dot_808736_comma_3_dot_159279824_comma_3_dot_159279824 agent1 loc_bar_11_bar_9_bar_2_bar_30 tomato_10_dot_59625436_comma_10_dot_59625436_comma_5_dot_0084262_comma_5_dot_0084262_comma_4_dot_32226132_comma_4_dot_32226132)')",False,"CarryObject_0, CutObject_0","CarryObject_0, CutObject_0"
train/pick_heat_then_place_in_recep-TomatoSliced-None-SinkBasin-15/trial_T20190909_020319_726874,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(CarryObject_0 agent1 loc_bar__minus_2_bar_2_bar_3_bar_45 knife__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma_1_dot_846474172_comma_1_dot_846474172_comma_3_dot_6600012_comma_3_dot_6600012)\n(CarryObject_0 agent1 loc_bar__minus_2_bar_2_bar_3_bar_45 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma_2_dot_2586372_comma_2_dot_2586372_comma_3_dot_8405164_comma_3_dot_8405164)\n(MicrowaveObject_0 microwave__minus_13_dot_94_comma__minus_13_dot_94_comma_8_dot_732_comma_8_dot_732_comma_5_dot_723384_comma_5_dot_723384 agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma_2_dot_2586372_comma_2_dot_2586372_comma_3_dot_8405164_comma_3_dot_8405164)\n(PutObjectInReceptacle agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 tomatotype tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma_2_dot_2586372_comma_2_dot_2586372_comma_3_dot_8405164_comma_3_dot_8405164 microwave__minus_13_dot_94_comma__minus_13_dot_94_comma_8_dot_732_comma_8_dot_732_comma_5_dot_723384_comma_5_dot_723384)\n(CutObject_0 knife__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma_1_dot_846474172_comma_1_dot_846474172_comma_3_dot_6600012_comma_3_dot_6600012 agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma_2_dot_2586372_comma_2_dot_2586372_comma_3_dot_8405164_comma_3_dot_8405164)')",False,"CarryObject_0, CarryObject_0, MicrowaveObject_0, PutObjectInReceptacle, CutObject_0",CarryObject_0
