problem_id,goal,task_success,task_plan,task_plan_success_prefix
train_36,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t14)\n(pick-up i2 o9 t14)\n(move-to t14 t3)\n(craft-boat_0 t3 o1 i1 o8 i2 o9 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_0","move-to, pick-up, move-to, pick-up, move-to"
train_36,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t2)\n(pick-up i2 o13 t2)\n(move-to t2 t3)\n(craft-boat_1 t3 o1 i1 o8 i2 o13 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_1","move-to, pick-up, move-to, pick-up, move-to"
train_36,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t12)\n(pick-up i2 o15 t12)\n(move-to t12 t8)\n(craft-boat_1 t8 o6 i1 o8 i2 o15 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_1","move-to, pick-up, move-to, pick-up, move-to"
train_36,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t5)\n(pick-up i2 o12 t5)\n(move-to t5 t8)\n(craft-boat_2 t8 o6 i1 o8 i2 o12 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_2","move-to, pick-up, move-to, pick-up, move-to"
train_37,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t11)\n(craft-stick_0 t11 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick_0","move-to, pick-up, move-to"
train_37,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t7)\n(pick-up i2 o14 t7)\n(move-to t7 t11)\n(craft-stick_2 t11 o1 i1 o8 i2 o14 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-stick_2","move-to, pick-up, move-to, pick-up, move-to"
train_37,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t11)\n(craft-stick1_0 t11 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick1_0","move-to, pick-up, move-to"
train_37,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Stick))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t11)\n(craft-stick1_2 t11 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-stick1_2","move-to, pick-up, move-to"
train_38,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t9)\n(craft-beetroot-soup_1 t9 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_1","move-to, pick-up, move-to"
train_38,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t11)\n(pick-up i1 o19 t11)\n(move-to t11 t3)\n(pick-up i2 o18 t3)\n(move-to t3 t9)\n(craft-beetroot-soup_2 t9 o7 i1 o19 i2 o18 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_2","move-to, pick-up, move-to, pick-up, move-to"
train_38,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t11)\n(pick-up i1 o19 t11)\n(move-to t11 t9)\n(craft-beetroot-soup_0 t9 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to"
train_38,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t11)\n(pick-up i1 o19 t11)\n(move-to t11 t9)\n(craft-soup_1 t9 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_1","move-to, pick-up, move-to"
train_38,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t11)\n(pick-up i1 o19 t11)\n(move-to t11 t9)\n(craft-soup_2 t9 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_2","move-to, pick-up, move-to"
train_39,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t9)\n(pick-up i1 o10 t9)\n(move-to t9 t13)\n(pick-up i2 o12 t13)\n(move-to t13 t12)\n(craft-sword_1 t12 o2 i1 o10 i2 o12 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_1","move-to, pick-up, move-to, pick-up, move-to, craft-sword_1"
train_40,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t14)\n(pick-up i1 o19 t14)\n(move-to t14 t3)\n(craft-beetroot-soup_0 t3 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-beetroot-soup_0","move-to, pick-up, move-to"
train_40,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t14)\n(pick-up i1 o19 t14)\n(move-to t14 t10)\n(pick-up i2 o18 t10)\n(move-to t10 t3)\n(craft-beetroot-soup_1 t3 o7 i1 o19 i2 o18 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-beetroot-soup_1","move-to, pick-up, move-to, pick-up, move-to"
train_40,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t14)\n(pick-up i1 o19 t14)\n(move-to t14 t10)\n(pick-up i2 o18 t10)\n(move-to t10 t3)\n(cook_0 t3 o7 i2 o18 i3 o22)\n(craft-beetroot-soup_1 t3 o7 i1 o19 i3 o22 i2 o18)')",False,"move-to, pick-up, move-to, pick-up, move-to, cook_0, craft-beetroot-soup_1","move-to, pick-up, move-to, pick-up, move-to, cook_0"
train_40,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o BeetrootSoup))))\n)', '(move-to t1 t14)\n(pick-up i1 o19 t14)\n(move-to t14 t3)\n(craft-soup_2 t3 o7 i1 o19 i2 o22)')",False,"move-to, pick-up, move-to, craft-soup_2","move-to, pick-up, move-to"
train_41,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t15)\n(pick-up i1 o15 t15)\n(move-to t15 t4)\n(craft-gold-ingot_0 t4 o4 i1 o15 i2 o21)')",False,"move-to, pick-up, move-to, craft-gold-ingot_0","move-to, pick-up, move-to"
train_41,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t15)\n(pick-up i1 o15 t15)\n(move-to t15 t1)\n(pick-up i2 o14 t1)\n(move-to t1 t6)\n(craft-gold-ingot_1 t6 o1 i1 o15 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1","move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1"
train_42,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t1)\n(craft-wood-plank i1 i2 o1 o8 o21 t1)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_44,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t3)\n(pick-up i1 o8 t3)\n(move-to t3 t1)\n(pick-up i2 o10 t1)\n(craft-bowl1_1 t1 o1 i1 o8 i2 o10 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, craft-bowl1_1","move-to, pick-up, move-to, pick-up"
train_44,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t3)\n(pick-up i1 o8 t3)\n(move-to t3 t9)\n(pick-up i2 o15 t9)\n(move-to t9 t1)\n(craft-bowl_2 t1 o1 i1 o8 i2 o15 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_2","move-to, pick-up, move-to, pick-up, move-to"
train_44,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t3)\n(pick-up i1 o8 t3)\n(move-to t3 t1)\n(pick-up i2 o10 t1)\n(craft-bowl1_2 t1 o1 i1 o8 i2 o10 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, craft-bowl1_2","move-to, pick-up, move-to, pick-up"
train_44,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o10 t1)\n(move-to t1 t3)\n(pick-up i2 o8 t3)\n(move-to t3 t1)\n(craft-bowl_2 t1 o1 i1 o10 i2 o8 i3 o21)')",False,"pick-up, move-to, pick-up, move-to, craft-bowl_2","pick-up, move-to, pick-up, move-to"
train_45,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t7)\n(pick-up i1 o8 t7)\n(move-to t7 t8)\n(craft-wood-plank i1 i2 o1 o8 o21 t8)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_46,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t10)\n(pick-up i1 o8 t10)\n(move-to t10 t5)\n(pick-up i2 o15 t5)\n(move-to t5 t6)\n(craft-bowl_2 t6 o1 i1 o8 i2 o15 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_2","move-to, pick-up, move-to, pick-up, move-to"
train_46,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t10)\n(pick-up i1 o8 t10)\n(move-to t10 t11)\n(pick-up i2 o12 t11)\n(move-to t11 t6)\n(craft-bowl1_1 t6 o1 i1 o8 i2 o12 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, pick-up, move-to"
train_46,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t12)\n(pick-up i2 o10 t12)\n(move-to t12 t6)\n(craft-bowl_1 t6 o1 i1 o9 i2 o10 i3 o21)')",False,"pick-up, move-to, pick-up, move-to, craft-bowl_1","pick-up, move-to, pick-up, move-to"
train_46,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t10)\n(pick-up i1 o8 t10)\n(move-to t10 t6)\n(craft-bowl1_0 t6 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl1_0","move-to, pick-up, move-to"
train_47,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t11)\n(pick-up i1 o9 t11)\n(move-to t11 t3)\n(pick-up i2 o17 t3)\n(move-to t3 t8)\n(craft-bed_1 t8 o1 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_48,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t4)\n(craft-bowl_0 t4 o1 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl_0","move-to, pick-up, move-to"
train_48,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t3)\n(pick-up i2 o14 t3)\n(move-to t3 t15)\n(craft-bowl1_1 t15 o7 i1 o8 i2 o14 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to, pick-up, move-to"
train_48,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t3)\n(pick-up i2 o15 t3)\n(move-to t3 t4)\n(craft-bowl_2 t4 o1 i1 o8 i2 o15 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_2","move-to, pick-up, move-to, pick-up, move-to"
train_48,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t5)\n(pick-up i2 o16 t5)\n(move-to t5 t4)\n(craft-bowl_1 t4 o1 i1 o8 i2 o16 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, pick-up, move-to"
train_48,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t2)\n(pick-up i1 o8 t2)\n(move-to t2 t4)\n(craft-bowl1_1 t4 o1 i1 o8 i1 o8 i2 o21)')",False,"move-to, pick-up, move-to, craft-bowl1_1","move-to, pick-up, move-to"
train_48,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bowl))))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t13)\n(pick-up i2 o10 t13)\n(move-to t13 t4)\n(craft-bowl_1 t4 o1 i1 o9 i2 o10 i3 o21)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-bowl_1","move-to, pick-up, move-to, pick-up, move-to"
train_49,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t14)\n(pick-up i1 o8 t14)\n(move-to t14 t7)\n(craft-wood-plank i1 i2 o1 o8 o21 t7)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_50,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t11)\n(pick-up i1 o21 t11)\n(move-to t11 t13)\n(craft-paper_1 t13 o1 i1 o21 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_1","move-to, pick-up, move-to, craft-paper_1"
train_51,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Arrow))))\n)', '(move-to t1 t13)\n(pick-up i1 o10 t13)\n(move-to t13 t4)\n(pick-up i2 o11 t4)\n(move-to t4 t6)\n(craft-arrow i1 i2 i3 o2 o10 o11 o22 t6)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-arrow","move-to, pick-up, move-to, pick-up, move-to, craft-arrow"
train_52,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t13)\n(craft-boat_0 t13 o6 i1 o8 i2 o22)')",False,"move-to, pick-up, move-to, craft-boat_0","move-to, pick-up, move-to"
train_52,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t1)\n(pick-up i2 o10 t1)\n(move-to t1 t13)\n(craft-boat_1 t13 o6 i1 o8 i2 o10 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-boat_1","move-to, pick-up, move-to, pick-up, move-to"
train_52,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Boat))))\n)', '(move-to t1 t9)\n(pick-up i1 o8 t9)\n(move-to t9 t13)\n(craft-boat_0 t13 o6 i1 o8 i1 o8 i2 o22)')",False,"move-to, pick-up, move-to, craft-boat_0","move-to, pick-up, move-to"
train_53,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t6)\n(pick-up i1 o15 t6)\n(move-to t6 t7)\n(pick-up i2 o14 t7)\n(move-to t7 t8)\n(craft-gold-ingot_1 t8 o1 i1 o15 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1","move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1"
train_54,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Sword))))\n)', '(move-to t1 t12)\n(pick-up i1 o10 t12)\n(move-to t12 t2)\n(pick-up i2 o12 t2)\n(move-to t2 t9)\n(craft-sword_1 t9 o2 i1 o10 i2 o12 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-sword_1","move-to, pick-up, move-to, pick-up, move-to, craft-sword_1"
train_55,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t6)\n(pick-up i1 o21 t6)\n(move-to t6 t2)\n(craft-paper_1 t2 o1 i1 o21 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_1","move-to, pick-up, move-to, craft-paper_1"
train_56,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(pick-up i1 o9 t1)\n(move-to t1 t4)\n(pick-up i2 o17 t4)\n(craft-bed_1 t4 o1 i1 o9 i2 o17 i3 o22)')",True,"pick-up, move-to, pick-up, craft-bed_1","pick-up, move-to, pick-up, craft-bed_1"
train_57,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t9)\n(craft-wood-plank i1 i2 o1 o8 o21 t9)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_58,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t8)\n(pick-up i1 o15 t8)\n(move-to t8 t4)\n(craft-gold-ingot_0 t4 o4 i1 o15 i2 o21)')",False,"move-to, pick-up, move-to, craft-gold-ingot_0","move-to, pick-up, move-to"
train_58,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o GoldIngot))))\n)', '(move-to t1 t8)\n(pick-up i1 o15 t8)\n(move-to t8 t11)\n(pick-up i2 o14 t11)\n(move-to t11 t14)\n(craft-gold-ingot_1 t14 o1 i1 o15 i2 o14 i3 o21)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1","move-to, pick-up, move-to, pick-up, move-to, craft-gold-ingot_1"
train_59,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t13)\n(cook-potato_0 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook-potato_0","move-to, pick-up, move-to"
train_59,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t4)\n(pick-up i2 o20 t4)\n(move-to t4 t13)\n(craft-potato2_0 t13 o7 i1 o18 i2 o20 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, craft-potato2_0","move-to, pick-up, move-to, pick-up, move-to"
train_59,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t14)\n(pick-up i2 o8 t14)\n(move-to t14 t13)\n(cook_1 t13 o7 i1 o18 i2 o8 i3 o22)')",False,"move-to, pick-up, move-to, pick-up, move-to, cook_1","move-to, pick-up, move-to, pick-up, move-to"
train_59,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t13)\n(cook_0 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook_0","move-to, pick-up, move-to"
train_59,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t12)\n(pick-up i1 o18 t12)\n(move-to t12 t13)\n(craft-potato2_0 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-potato2_0","move-to, pick-up, move-to"
train_60,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o WoodPlank))))\n)', '(move-to t1 t12)\n(pick-up i1 o8 t12)\n(move-to t12 t4)\n(craft-wood-plank i1 i2 o1 o8 o21 t4)')",True,"move-to, pick-up, move-to, craft-wood-plank","move-to, pick-up, move-to, craft-wood-plank"
train_61,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Paper))))\n)', '(move-to t1 t15)\n(pick-up i1 o21 t15)\n(move-to t15 t3)\n(craft-paper_1 t3 o1 i1 o21 i1 o21 i2 o22)')",True,"move-to, pick-up, move-to, craft-paper_1","move-to, pick-up, move-to, craft-paper_1"
train_62,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o Bed))))\n)', '(move-to t1 t14)\n(pick-up i1 o9 t14)\n(move-to t14 t6)\n(pick-up i2 o17 t6)\n(move-to t6 t5)\n(craft-bed_1 t5 o1 i1 o9 i2 o17 i3 o22)')",True,"move-to, pick-up, move-to, pick-up, move-to, craft-bed_1","move-to, pick-up, move-to, pick-up, move-to, craft-bed_1"
train_63,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t13)\n(craft-cooked-potato_1 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-cooked-potato_1","move-to, pick-up, move-to"
train_63,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t13)\n(craft-cooked-potato_0 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, craft-cooked-potato_0","move-to, pick-up, move-to"
train_63,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t13)\n(cook_0 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, cook_0","move-to, pick-up, move-to"
train_63,"('(:goal\n\t(exists (?i - inventory)\n(exists (?o - object)\n(and \n\t\t(inventory-holding ?i ?o)\n\t\t(object-of-type ?o CookedPotato))))\n)', '(move-to t1 t3)\n(pick-up i1 o18 t3)\n(move-to t3 t13)\n(mix-ingredients_0 t13 o7 i1 o18 i2 o22)')",False,"move-to, pick-up, move-to, mix-ingredients_0","move-to, pick-up, move-to"
