problem_id,attempt_id,minimum_n_operators,goal,success,plan,sampled_operators
train_46,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick1_0', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_46,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_47,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bed))))
)",True,"(move-to t1 t11)
(pick-up i1 o9 t11)
(move-to t11 t3)
(pick-up i2 o17 t3)
(move-to t3 t8)
(craft-bed_1 t8 o1 i1 o9 i2 o17 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_48,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_48,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_48,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bowl))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_49,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o WoodPlank))))
)",True,"(move-to t1 t14)
(pick-up i1 o8 t14)
(move-to t14 t7)
(craft-wood-plank i1 i2 o1 o8 o21 t7)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_50,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Paper))))
)",True,"(move-to t1 t11)
(pick-up i1 o21 t11)
(move-to t11 t13)
(craft-paper_1 t13 o1 i1 o21 i1 o21 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_51,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Arrow))))
)",True,"(move-to t1 t13)
(pick-up i1 o10 t13)
(move-to t13 t4)
(pick-up i2 o11 t4)
(move-to t4 t6)
(craft-arrow i1 i2 i3 o2 o10 o11 o22 t6)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_52,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_52,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_52,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",True,"(move-to t1 t9)
(pick-up i1 o8 t9)
(move-to t9 t13)
(craft-boat_0 t13 o6 i1 o8 i1 o8 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_53,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o GoldIngot))))
)",True,"(move-to t1 t6)
(pick-up i1 o15 t6)
(move-to t6 t7)
(pick-up i2 o14 t7)
(move-to t7 t8)
(craft-gold-ingot_1 t8 o1 i1 o15 i2 o14 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_54,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Sword))))
)",True,"(move-to t1 t12)
(pick-up i1 o10 t12)
(move-to t12 t2)
(pick-up i2 o12 t2)
(move-to t2 t9)
(craft-sword_1 t9 o2 i1 o10 i2 o12 i3 o22)","['craft-stick1_1', 'craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_55,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Paper))))
)",True,"(move-to t1 t6)
(pick-up i1 o21 t6)
(move-to t6 t2)
(craft-paper_1 t2 o1 i1 o21 i1 o21 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_56,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bed))))
)",True,"(pick-up i1 o9 t1)
(move-to t1 t4)
(pick-up i2 o17 t4)
(craft-bed_1 t4 o1 i1 o9 i2 o17 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_57,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o WoodPlank))))
)",True,"(move-to t1 t12)
(pick-up i1 o8 t12)
(move-to t12 t9)
(craft-wood-plank i1 i2 o1 o8 o21 t9)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'craft-cooked-potato_0', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_58,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o GoldIngot))))
)",True,"(move-to t1 t8)
(pick-up i1 o15 t8)
(move-to t8 t11)
(pick-up i2 o14 t11)
(move-to t11 t14)
(craft-gold-ingot_1 t14 o1 i1 o15 i2 o14 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_59,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-stick_0', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_59,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_59,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t12)
(pick-up i1 o18 t12)
(move-to t12 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_60,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o WoodPlank))))
)",True,"(move-to t1 t12)
(pick-up i1 o8 t12)
(move-to t12 t4)
(craft-wood-plank i1 i2 o1 o8 o21 t4)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_61,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Paper))))
)",True,"(move-to t1 t15)
(pick-up i1 o21 t15)
(move-to t15 t3)
(craft-paper_1 t3 o1 i1 o21 i1 o21 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_62,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bed))))
)",True,"(move-to t1 t14)
(pick-up i1 o9 t14)
(move-to t14 t6)
(pick-up i2 o17 t6)
(move-to t6 t5)
(craft-bed_1 t5 o1 i1 o9 i2 o17 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_63,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t3)
(pick-up i1 o18 t3)
(move-to t3 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_63,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t3)
(pick-up i1 o18 t3)
(move-to t3 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_63,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o CookedPotato))))
)",True,"(move-to t1 t3)
(pick-up i1 o18 t3)
(move-to t3 t13)
(cook_0 t13 o7 i1 o18 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_64,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bed))))
)",True,"(move-to t1 t11)
(pick-up i1 o9 t11)
(move-to t11 t12)
(pick-up i2 o17 t12)
(move-to t12 t2)
(craft-bed_1 t2 o1 i1 o9 i2 o17 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_0', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_65,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-stick1_0', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_65,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_65,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Boat))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_66,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Arrow))))
)",True,"(move-to t1 t8)
(pick-up i1 o10 t8)
(move-to t8 t5)
(pick-up i2 o11 t5)
(move-to t5 t2)
(craft-arrow i1 i2 i3 o2 o10 o11 o22 t2)","['craft-bowl1_1', 'craft-bowl_1', 'craft-beetroot-soup_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_67,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_67,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",True,"(move-to t1 t6)
(pick-up i1 o8 t6)
(move-to t6 t5)
(pick-up i2 o11 t5)
(craft-stick_2 t5 o1 i1 o8 i2 o11 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_67,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",True,"(move-to t1 t6)
(pick-up i1 o8 t6)
(move-to t6 t5)
(pick-up i2 o11 t5)
(craft-stick_2 t5 o1 i1 o8 i2 o11 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_68,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Paper))))
)",True,"(move-to t1 t2)
(pick-up i1 o21 t2)
(move-to t2 t7)
(craft-paper_1 t7 o1 i1 o21 i1 o21 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1', 'craft-boat_2']"
train_69,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_69,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_69,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o BeetrootSoup))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-stick_2', 'craft-cooked-potato1_2', 'craft-bowl1_0', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_70,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_70,1,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_70,2,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Stick))))
)",False,,"['craft-bowl1_1', 'craft-bowl_1', 'craft-boat_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'craft-cooked-potato_0', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_71,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Shears))))
)",True,"(move-to t1 t11)
(pick-up i1 o12 t11)
(move-to t11 t6)
(craft-shears1_0 t6 o3 i1 o12 i2 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_72,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o WoodPlank))))
)",True,"(move-to t1 t15)
(pick-up i1 o8 t15)
(move-to t15 t1)
(craft-wood-plank i1 i2 o1 o8 o21 t1)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_73,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o Bed))))
)",True,"(move-to t1 t5)
(pick-up i1 o9 t5)
(move-to t5 t6)
(pick-up i2 o17 t6)
(move-to t6 t3)
(craft-bed_1 t3 o1 i1 o9 i2 o17 i3 o22)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
train_74,0,10,"(:goal
	(exists (?i - inventory)
(exists (?o - object)
(and 
		(inventory-holding ?i ?o)
		(object-of-type ?o IronIngot))))
)",True,"(move-to t1 t3)
(pick-up i1 o13 t3)
(move-to t3 t14)
(pick-up i2 o14 t14)
(move-to t14 t10)
(craft-iron-ingot_2 t10 o1 i1 o13 i2 o14 i3 o21)","['craft-bowl1_1', 'craft-bowl_1', 'craft-cooked-potato1_0', 'craft-cooked-potato1_2', 'craft-beetroot-soup_2', 'craft-bowl1_2', 'cook-food_0', 'cook-food_2', 'craft-cooked-potato_2', 'craft-cooked-potato_1', 'craft-cooked-potato1_1', 'craft-bowl_0', 'cook-food_1']"
