problem,nl_goal,gt_pddl_goal,codex_raw_goals,codex_preprocessed_goal
train_67,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Coal)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Coal))
)"
train_67,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Coal)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Coal))
)"
train_68,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Diamond))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n\n<END>']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Diamond))
)"
train_68,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Diamond))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n\n<END>']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)"
train_69,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_69,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_70,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 SugarCane)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 SugarCane))
)"
train_70,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 SugarCane)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 SugarCane))
)"
train_71,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_71,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_72,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_72,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_73,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Wood)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Wood))
)"
train_73,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Wood)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Wood))
)"
train_74,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_74,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_75,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_75,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_76,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Beetroot)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Beetroot))
)"
train_76,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Beetroot)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Beetroot))
)"
train_77,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Coal)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Coal))
)"
train_77,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Coal)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Coal))
)"
train_78,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_78,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_79,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 GoldOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 GoldOre))
)"
train_79,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 GoldOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 GoldOre))
)"
train_80,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_80,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_81,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre)\n\t\t(inventory-holding i2 o16)\n\t\t(object-of-type o16 IronIngot))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre)
		(inventory-holding i2 o16)
		(object-of-type o16 IronIngot))
)"
train_81,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre)\n\t\t(inventory-holding i2 o16)\n\t\t(object-of-type o16 IronIngot))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)"
train_82,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and \n   (inventory-holding i3 o17) \n   (object-of-type o17 Wood) \n ))\n\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Wood))
)"
train_82,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and \n   (inventory-holding i3 o17) \n   (object-of-type o17 Wood) \n ))\n\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Wood))
)"
train_83,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)"
train_83,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)"
train_84,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Coal)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Coal))
)"
train_84,Mine coal from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Coal)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Coal))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Coal)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Coal))
)"
train_85,Mine wool from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wool)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i1 o2)\n\t\t(object-of-type o2 Wool))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i2 o16)\n   (object-of-type o16 Wool)\n ))\n']","(:goal
	(and 
		(inventory-holding i1 o2)
		(object-of-type o2 Wool))
)"
train_85,Mine wool from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wool)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i1 o2)\n\t\t(object-of-type o2 Wool))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i2 o16)\n   (object-of-type o16 Wool)\n ))\n']","(:goal
	(and 
		(inventory-holding i2 o16)
		(object-of-type o16 Wool))
)"
train_86,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)"
train_86,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)"
train_87,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_87,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_88,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Wood)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Wood))
)"
train_88,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Wood)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Wood))
)"
train_89,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Beetroot)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Beetroot))
)"
train_89,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beetroot))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Beetroot)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Beetroot))
)"
train_90,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '\nPick up cobblestone from the map.\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o16)\n   (inventory-holding i3 o17)\n   (object-of-type o16 Cobblestone)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 IronOre))
)"
train_90,Mine iron ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 IronOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 IronOre))\n)', '\nPick up cobblestone from the map.\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o16)\n   (inventory-holding i3 o17)\n   (object-of-type o16 Cobblestone)\n   (object-of-type o17 IronOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o16)
		(inventory-holding i3 o17)
		(object-of-type o16 Cobblestone)
		(object-of-type o17 IronOre))
)"
train_91,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_91,Mine feather from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Feather)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Feather))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Feather)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Feather))
)"
train_92,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beets))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 BeetRoot)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Beets))
)"
train_92,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Beets))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 BeetRoot)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 BeetRoot))
)"
train_93,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 BeetrootSeeds))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 BeetrootSeed)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 BeetrootSeeds))
)"
train_93,Mine beetroot from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Beetroot)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 BeetrootSeeds))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 BeetrootSeed)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 BeetrootSeed))
)"
train_94,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_94,Mine potato from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Potato)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 Potato))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Potato)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Potato))
)"
train_95,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 GoldOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 GoldOre))
)"
train_95,Mine gold ore from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 GoldOre)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 GoldOre))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 GoldOre)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 GoldOre))
)"
train_96,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 SugarCane)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 SugarCane))
)"
train_96,Mine sugar cane from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 SugarCane)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o17)\n\t\t(object-of-type o17 SugarCane))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 SugarCane)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 SugarCane))
)"
train_97,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o16)\n\t\t(object-of-type o16 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Wood)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o16)
		(object-of-type o16 Wood))
)"
train_97,Mine wood from the map.,"(:goal (and
   (inventory-holding i3 o17)
   (object-of-type o17 Wood)
 ))","['(:goal\n\t(and \n\t\t(inventory-holding i3 o16)\n\t\t(object-of-type o16 Wood))\n)', '\n\n;; PDDL Goal: \n(:goal (and\n   (inventory-holding i3 o17)\n   (object-of-type o17 Wood)\n ))\n']","(:goal
	(and 
		(inventory-holding i3 o17)
		(object-of-type o17 Wood))
)"
